#{"t_start": 1644413010.7135012, "env_id": "LunarLanderContinuous-v2"}
r,l,t
287.944694,159,6252.475852
263.513721,172,6252.811853
271.887393,166,6253.394739
288.474154,216,6254.039214
292.873269,268,6254.973704
297.752656,144,6255.27927
15.394783,112,6255.747884
277.830056,575,6257.47081
275.717927,159,6258.059296
294.367282,149,6258.340672
280.902179,159,6258.953957
268.942287,178,6259.439726
260.963385,188,6260.064171
270.912912,179,6260.385815
314.066046,181,6261.041265
280.498526,171,6261.563576
278.072078,200,6262.171745
296.450651,140,6262.475833
284.299017,151,6263.070735
301.566832,171,6263.619579
287.00393,160,6264.03714
258.405421,192,6264.554165
300.251894,172,6265.154332
263.272827,144,6265.440028
297.073063,218,6266.082972
281.419042,177,6266.659798
273.747043,154,6267.251611
276.137584,182,6267.776363
269.055224,431,6269.13731
269.369813,172,6269.676908
278.657129,156,6270.07466
283.285942,211,6270.626858
283.387355,154,6271.213429
306.082132,151,6271.514669
278.427638,156,6272.108613
281.989546,164,6272.429452
288.940602,248,6273.346814
285.20948,189,6273.905189
290.723105,224,6274.487652
295.307666,224,6275.153173
279.850747,204,6275.734964
280.966977,145,6276.357819
252.32884,180,6276.962455
312.921087,193,6277.472731
322.050836,174,6277.843555
281.55731,173,6278.421471
278.779856,153,6279.027483
290.164629,186,6279.360097
301.411294,343,6280.77686
304.25127,186,6281.561203
292.9711,186,6284.446915
281.317519,189,6284.779512
258.416761,346,6286.027809
271.245318,325,6286.996979
276.082093,156,6287.495078
295.252675,173,6287.833042
307.161961,236,6288.594857
305.831649,222,6289.215493
263.413714,191,6289.746274
276.306875,196,6290.41518
260.470604,151,6290.718407
302.997541,163,6291.312614
263.670371,285,6292.209802
286.474384,194,6292.742125
241.812263,399,6294.108184
262.337269,153,6294.420973
307.336806,275,6295.34794
304.799519,189,6295.977296
295.046115,186,6296.531803
299.678148,215,6297.169098
303.092356,255,6298.075571
287.951589,157,6298.385076
282.670623,171,6299.003709
261.082214,183,6299.534903
283.716282,165,6299.895433
313.9883,198,6300.440956
289.632796,190,6301.031507
69.727403,1000,6305.184616
264.788461,194,6305.706184
254.32176,338,6306.97913
308.968225,175,6307.327556
265.175389,157,6307.856658
292.809844,245,6308.49391
313.726862,202,6309.126298
285.161722,654,6311.390782
270.822538,168,6312.00436
283.026805,201,6312.596493
281.139518,172,6313.051542
296.245282,205,6313.59475
232.774441,303,6314.588967
294.173905,177,6315.22313
270.635016,161,6315.715992
273.066427,149,6318.339702
293.973678,251,6319.195397
286.364857,174,6319.501303
298.456684,228,6320.345271
272.008775,184,6320.893737
287.868299,214,6321.520658
281.394912,178,6322.127325
266.470194,164,6322.421341
284.456944,168,6323.060728
242.028213,166,6323.370682
255.373793,163,6323.916583
284.078962,205,6324.557722
289.79811,200,6325.186849
288.185419,168,6325.683855
273.967943,183,6326.286991
279.558401,276,6327.019555
292.500848,160,6327.542515
277.206193,152,6328.102925
266.305432,157,6328.400888
225.496037,229,6329.073184
294.311686,172,6329.577692
265.471164,187,6330.22565
285.357082,168,6330.733309
264.790828,211,6331.375594
236.354232,204,6332.002285
272.620519,186,6332.508905
278.993202,168,6332.864839
275.621249,153,6333.397501
304.880493,231,6334.04637
290.874138,186,6334.569042
273.146188,175,6335.156353
177.278604,1000,6338.669166
274.103344,325,6339.722163
275.19149,160,6340.300541
260.180179,174,6340.605132
260.67108,943,6344.284911
261.291073,165,6344.577512
248.602503,171,6345.187678
278.529937,254,6346.071799
301.807335,208,6346.630963
224.235153,209,6347.275089
275.304108,184,6347.765666
289.752766,244,6348.42267
274.533791,166,6348.954808
291.993258,277,6352.094214
291.054091,405,6353.398721
103.155806,1000,6357.78278
37.948962,132,6358.162086
261.296717,746,6360.558449
292.100009,191,6361.18265
261.46364,257,6362.082266
291.956851,232,6362.671684
251.147615,307,6363.652388
317.359617,184,6364.304189
294.803965,181,6364.798437
263.994637,246,6365.477139
314.691355,200,6366.141981
263.273004,206,6366.69404
262.269364,203,6367.506158
249.723233,220,6368.149149
273.492246,184,6368.682755
271.348215,188,6369.105801
302.777358,183,6369.641173
306.067536,195,6370.255947
272.402381,232,6371.105801
290.161877,187,6371.436011
258.255996,167,6372.012176
263.246981,154,6372.519038
258.871379,226,6373.179478
268.507792,246,6373.783835
287.391567,248,6374.718463
308.209296,154,6375.13622
275.580422,197,6375.667468
299.649755,194,6376.310168
273.058156,226,6377.126008
294.224795,163,6377.435562
246.461208,198,6378.051998
223.940588,218,6378.644439
268.210758,176,6379.234931
247.040492,255,6380.090775
265.940391,165,6380.435085
287.675258,177,6381.025192
273.644962,171,6381.589972
305.000417,197,6382.226577
268.554916,180,6382.751927
-133.567548,300,6386.050975
244.55172,223,6386.605488
-183.909453,264,6387.367831
-297.692413,213,6388.198203
-258.145453,288,6388.880389
-279.85538,244,6389.715128
-928.727054,593,6391.764598
268.625538,525,6393.505257
291.239004,199,6394.114155
-1663.855976,480,6395.650761
-2537.121559,485,6397.225859
246.675222,150,6397.50967
-2107.834001,1000,6401.522858
263.02287,537,6403.60603
271.557579,177,6403.996025
272.535929,204,6404.523556
246.242768,256,6405.448004
22.97076,493,6407.149636
-439.76277,181,6407.679907
296.464171,187,6408.299717
275.901415,231,6408.929087
269.912086,171,6409.420307
240.862161,390,6410.420435
287.105831,194,6411.101083
294.524882,197,6411.70262
272.817427,225,6412.593835
254.103067,178,6412.957743
235.040798,441,6414.644085
283.798713,404,6416.257733
292.246913,177,6416.870446
301.341861,214,6417.618027
293.524235,188,6418.228065
263.485311,175,6418.643551
270.608897,146,6421.506711
273.633217,193,6422.12028
249.646192,171,6422.422058
262.58567,245,6423.300836
286.797766,222,6423.826914
225.118054,258,6424.729818
265.242278,151,6425.120348
281.18907,252,6425.98885
314.948346,177,6426.56904
264.070476,197,6426.977165
276.302223,143,6427.540051
271.511199,191,6428.150121
306.974153,158,6428.473566
260.027987,159,6429.067625
274.156255,190,6429.597582
292.653222,192,6430.260188
285.51588,151,6430.561971
254.594473,189,6431.182164
230.456182,515,6432.89837
264.552059,333,6434.206569
63.171602,152,6434.524095
299.611623,153,6435.123924
301.509511,230,6435.715891
252.939858,176,6436.289546
259.364087,207,6436.839511
258.184164,343,6437.801504
274.318156,259,6438.68838
269.625815,148,6439.05928
300.328412,150,6439.546082
76.565516,150,6439.834847
285.451281,245,6440.733401
-106.082455,739,6443.087145
307.480112,194,6443.649011
246.557322,160,6444.260076
84.871109,148,6444.606108
269.515707,172,6445.208598
281.046441,188,6445.733688
263.741508,168,6446.325284
281.451317,241,6446.929062
280.936103,221,6447.545232
275.097772,332,6448.572858
310.741908,172,6449.214151
254.74697,172,6449.732723
291.752442,156,6450.157116
291.701468,238,6451.133478
304.404204,154,6451.53306
293.784637,219,6454.800763
265.842763,206,6455.455502
295.593897,160,6455.760469
261.146426,197,6456.39246
284.804323,163,6456.934761
258.441732,192,6457.542865
265.969883,184,6458.15636
258.175151,366,6459.207549
306.328295,168,6459.735653
275.591517,217,6460.441018
270.594786,167,6461.017789
309.668615,198,6461.614898
263.505129,169,6461.991016
276.457077,173,6462.605703
280.726211,152,6463.209468
282.660757,179,6463.553293
303.793902,181,6464.168079
280.929919,203,6464.725172
260.545948,194,6465.376684
274.184345,167,6465.859663
287.090295,381,6467.183556
288.168022,237,6467.751257
293.227889,206,6468.40172
279.166578,197,6469.00073
277.113769,205,6469.571784
293.130974,207,6470.191869
288.216123,197,6470.771652
294.410324,166,6471.386973
287.035142,189,6471.943838
45.237652,157,6472.290117
288.023803,178,6472.83471
275.089967,221,6473.538323
277.474328,215,6474.177513
278.622062,189,6474.757635
284.340945,164,6475.378035
279.428179,192,6475.950204
259.560742,160,6476.549622
304.791043,187,6476.90854
290.380783,152,6477.542098
18.961722,110,6477.809256
259.176698,164,6478.401552
307.1214,201,6478.942137
284.763051,177,6479.281681
32.592547,106,6479.749739
251.005167,173,6480.179344
292.652238,195,6480.745792
253.340122,174,6481.327276
270.261308,667,6483.836195
278.955604,183,6484.240215
285.466796,169,6484.717147
305.596462,225,6487.647059
262.576757,191,6488.269356
251.601044,157,6488.773777
287.041206,192,6489.427288
283.507604,177,6490.033447
281.654503,176,6490.35841
257.319028,183,6490.945301
281.114079,174,6491.500592
282.294934,165,6492.126478
226.747303,652,6494.267599
269.90268,276,6495.225965
294.484997,182,6495.750065
269.116835,193,6496.358353
309.728442,173,6496.684681
266.319857,191,6497.301393
298.794957,221,6497.842814
279.658043,184,6498.486483
295.329494,213,6499.127468
289.656532,147,6499.597309
268.504016,172,6500.198664
286.71565,167,6500.523937
250.322779,147,6501.094776
309.647084,204,6501.665214
234.932408,336,6502.682794
298.130795,231,6503.392431
294.070984,149,6503.903798
312.720732,175,6504.548356
183.434624,1000,6508.13107
-310.539764,416,6509.429966
282.414273,161,6509.743489
307.185514,160,6510.368192
281.593368,186,6510.946696
262.643549,187,6511.536058
58.353965,129,6511.818704
291.82983,317,6512.790878
301.691623,204,6513.433547
295.293553,166,6513.962275
271.948723,203,6514.60407
259.780321,529,6516.409279
267.09638,495,6518.116657
260.567368,169,6518.623676
317.032441,235,6521.603371
269.519888,160,6522.206183
270.748786,163,6522.508904
268.379295,272,6523.471156
273.931548,150,6524.015728
293.009522,152,6524.354033
294.264326,415,6525.633483
304.670957,217,6526.485992
295.804098,150,6526.78847
296.936277,165,6527.378162
258.294294,171,6527.684602
251.539667,175,6528.259912
308.544547,193,6528.829896
276.791523,162,6529.391913
275.793719,218,6529.965305
289.358792,197,6530.580198
259.100458,217,6531.265779
249.116279,711,6534.054453
273.971167,255,6534.876821
277.929468,141,6535.291276
290.56316,177,6535.806854
293.037477,172,6536.445474
289.327894,181,6536.762014
285.688159,213,6537.427501
262.226893,234,6538.308607
264.277899,206,6538.834924
281.234603,209,6539.479362
271.92391,191,6540.11166
247.735696,159,6540.449687
273.50868,174,6541.003705
282.104318,182,6541.569771
285.925748,194,6542.200559
291.762847,183,6542.722219
269.373289,165,6543.101787
289.41926,315,6544.215525
242.938296,173,6544.523307
297.754875,220,6545.373017
271.160652,258,6546.068133
276.339415,180,6546.6337
279.135517,200,6547.283055
252.732118,211,6547.833068
266.221124,241,6548.490684
286.16985,193,6549.131115
253.870883,200,6549.67917
294.631197,232,6550.559109
275.542367,251,6551.225561
281.15941,218,6551.774438
289.307722,193,6554.759771
287.374597,190,6555.403407
283.842919,228,6555.990538
305.687954,200,6556.612976
279.452431,209,6557.405813
290.706826,227,6557.989365
295.395119,204,6558.554705
301.024636,353,6559.473296
269.823024,172,6560.016118
274.138093,160,6560.58637
279.5423,164,6560.895657
265.667214,185,6561.517969
276.519021,201,6562.127931
251.996163,169,6562.658897
295.649549,183,6563.260952
272.874699,166,6563.581985
269.802657,203,6564.249182
259.583327,152,6564.739973
273.639383,206,6565.343364
209.829002,432,6566.688035
261.896584,153,6567.319318
283.509876,199,6567.857303
254.979025,200,6568.481019
274.186888,208,6569.061965
250.839289,175,6569.600037
276.460006,171,6569.913624
310.413127,169,6570.548167
288.564443,200,6571.215356
242.410623,179,6571.735393
285.93662,216,6572.357375
274.098164,187,6572.883816
285.300366,231,6573.616916
76.193768,1000,6578.690996
265.916792,169,6579.30115
286.292624,159,6579.796978
258.946357,556,6581.565022
275.397505,182,6582.244349
298.354194,190,6582.797477
280.164389,187,6583.43092
263.825746,184,6583.997986
300.032236,170,6584.389672
297.20877,226,6584.952574
268.740171,194,6585.566347
290.814412,217,6586.376832
263.311123,162,6586.680181
283.207922,197,6589.499882
283.577942,169,6590.055639
300.069337,236,6590.681242
293.951424,209,6591.327544
292.522066,159,6591.822281
273.103824,166,6592.409233
252.289462,177,6592.731618
283.845564,221,6593.594212
301.732438,199,6594.292252
283.605012,185,6594.635132
312.014111,193,6595.312597
271.085413,196,6595.83235
244.193194,160,6596.425994
292.225477,185,6596.97023
262.528948,161,6597.374761
289.97692,161,6597.893598
304.086917,224,6598.566833
288.834749,171,6599.138673
303.794607,202,6599.743733
263.64209,191,6600.358458
279.818771,387,6601.594826
277.029773,164,6601.901247
283.484132,184,6602.558603
278.124101,354,6603.824926
251.148459,167,6604.215034
301.379173,191,6604.771186
247.545567,156,6605.378548
270.97209,176,6605.905282
260.29367,173,6606.296745
272.09969,174,6606.820225
306.094001,178,6607.451906
265.463489,876,6610.679806
296.844501,212,6611.344182
268.200818,641,6613.434233
286.864777,187,6613.971309
277.58482,190,6614.623124
287.738837,203,6615.336052
304.559876,198,6615.874264
301.03081,198,6616.505888
259.974622,172,6617.025916
306.71549,180,6617.419858
259.668964,177,6617.927883
315.123092,258,6618.83622
299.971478,194,6619.48851
271.418751,159,6619.776107
300.907818,159,6622.686547
275.635199,165,6623.278887
310.578295,154,6623.590874
246.513537,340,6624.714613
253.081511,495,6626.397717
257.010051,171,6626.914532
301.9384,199,6627.556441
279.945579,204,6628.168739
298.904034,212,6628.737378
275.635513,185,6629.398057
257.243672,328,6630.44586
255.673298,180,6630.955689
305.703204,184,6631.627555
257.973399,172,6632.214113
281.97026,186,6632.756046
265.098432,222,6633.418014
274.785161,267,6634.319224
310.122577,207,6634.891619
276.050183,153,6635.302556
273.468594,191,6635.851466
279.270264,187,6636.490055
266.530538,180,6637.03522
237.458355,160,6637.412243
272.978191,745,6640.210215
307.169091,158,6640.528022
276.505486,156,6641.116621
261.293781,158,6641.452484
217.822834,746,6644.217803
281.476115,175,6644.747423
228.174189,420,6646.256174
181.189976,1000,6649.73322
279.907294,369,6650.935367
310.720638,170,6651.36487
307.291091,190,6651.921752
298.355236,154,6652.529003
320.533473,223,6653.200136
275.5172,219,6653.758617
270.570146,176,6654.357186
275.882958,183,6657.306749
294.083482,452,6658.771659
298.997874,227,6659.607607
297.130953,202,6660.23433
274.591069,181,6660.587451
283.513623,153,6661.130536
287.457352,200,6661.747962
274.083325,460,6663.280722
319.644689,202,6664.101539
293.317391,162,6664.471588
302.095148,154,6665.015259
250.443768,745,6667.396104
282.14321,161,6667.895588
286.370806,142,6668.273646
295.608862,166,6668.77945
245.071165,152,6669.13861
283.085071,202,6669.706872
280.481245,210,6670.374706
296.640549,152,6670.874874
286.889286,149,6671.275222
302.809751,195,6671.813978
269.813202,157,6672.404055
241.135023,148,6672.698581
282.620445,143,6673.289942
256.665087,505,6674.951689
258.312187,193,6675.609217
285.189409,144,6675.89903
278.117698,204,6676.582886
266.985809,155,6677.126308
310.679129,197,6677.681832
265.322547,195,6678.345065
296.92233,166,6678.678457
258.098208,164,6679.271685
264.000673,160,6679.751532
275.721642,212,6680.361444
279.3139,207,6680.905626
240.25591,416,6682.407491
284.803187,154,6682.903975
259.917631,167,6683.314707
265.122187,191,6683.843616
264.494481,157,6684.420026
297.220751,184,6684.973758
272.448019,175,6685.378604
265.033732,151,6685.860732
280.343019,231,6686.497005
302.211171,174,6687.071618
274.575982,177,6687.70283
283.010094,224,6690.751688
248.977217,250,6691.476104
280.501407,146,6691.960303
271.796537,212,6692.689826
266.54909,181,6693.327865
290.718055,151,6693.643942
256.231291,162,6694.226481
291.205289,169,6694.746487
300.812095,160,6695.065824
264.256491,196,6695.637863
275.81955,165,6696.225006
262.578543,170,6696.783527
307.42369,191,6697.202054
288.598511,204,6697.727504
263.551579,165,6698.307928
242.710995,490,6699.829783
267.688554,191,6700.452372
314.590375,208,6701.03238
260.004521,156,6701.598545
269.254765,175,6701.90384
292.687595,228,6702.835768
284.824812,157,6703.403937
274.820746,176,6704.037573
264.187769,189,6704.634902
252.204183,172,6705.220559
274.268009,158,6705.528113
277.64853,188,6706.122994
278.259727,174,6706.65897
255.756696,286,6707.589339
274.178558,180,6707.897958
254.931334,181,6708.493402
269.057084,152,6708.984161
292.786969,156,6709.380973
258.607797,356,6710.524132
296.461005,216,6711.249541
248.999472,154,6711.78262
249.258449,215,6712.456597
258.111616,151,6712.74412
277.739948,169,6713.345569
286.034677,171,6713.915605
259.506774,194,6714.550149
271.242535,177,6714.919511
282.706211,180,6715.543951
287.989845,202,6716.107151
278.882506,186,6716.646498
281.21947,164,6717.283542
295.433987,171,6717.616342
290.044532,169,6718.25431
271.940089,177,6718.766887
