#{"t_start": 1644413010.7135012, "env_id": "LunarLanderContinuous-v2"}
r,l,t
283.240887,162,3956.505523
276.451456,168,3956.987898
284.251983,208,3957.49637
277.159355,235,3958.006271
291.778873,198,3958.488963
269.45625,343,3959.568324
278.179388,204,3960.052186
21.745522,107,3960.291629
291.964411,368,3961.318313
279.122304,342,3962.251009
290.085384,210,3962.731467
288.293028,163,3963.18339
65.830234,138,3963.451987
293.188585,240,3964.163168
276.880466,553,3966.961715
283.237336,231,3967.494336
49.377154,119,3967.925476
270.91747,197,3968.434326
247.371202,185,3968.7408
279.058968,143,3969.168693
249.271833,192,3969.656956
18.881388,115,3969.891393
279.443025,203,3970.363888
294.90362,290,3971.148336
263.699685,576,3972.748836
294.907471,141,3973.004261
296.680315,164,3973.44334
285.738932,154,3973.718126
268.309065,253,3974.42151
278.581803,164,3974.686675
282.098528,167,3975.12211
302.787579,182,3975.60426
251.279198,166,3976.055748
272.770342,420,3977.100741
284.414286,199,3977.591222
304.789503,341,3978.431029
288.755449,164,3978.878112
271.196647,185,3979.339212
271.235385,430,3980.44223
253.39369,161,3980.887213
292.635071,163,3981.184138
226.820072,557,3982.874106
292.667301,371,3983.776391
280.434362,226,3984.46665
263.192565,194,3984.939024
286.80094,178,3985.22641
284.308959,213,3985.902231
230.784991,675,3987.637178
270.354452,172,3988.083943
284.595396,416,3989.147297
289.231146,754,3991.734075
260.421744,611,3994.642517
285.018539,179,3995.088902
56.181102,211,3995.575574
280.693958,318,3996.352809
260.561995,262,3997.085218
239.127284,424,3998.204361
280.329178,478,3999.508238
269.409497,200,3999.978504
267.945511,222,4000.455594
314.595254,205,4000.941238
283.109722,250,4001.510014
292.102303,309,4002.34386
280.508981,154,4002.805831
295.687527,181,4003.318388
288.36739,175,4003.819881
276.276609,268,4004.40506
288.634236,209,4004.895533
251.308294,180,4005.35402
282.458146,139,4005.83817
288.289047,232,4006.40866
254.209212,387,4007.509638
280.352791,190,4007.96645
279.08203,291,4008.751714
281.056616,383,4009.707485
278.947935,490,4011.045641
276.288994,177,4011.529832
270.757477,171,4012.005128
266.530004,151,4012.269227
235.475394,372,4013.304349
289.937317,213,4013.809754
280.155811,139,4014.061903
150.911541,737,4016.79705
277.113738,371,4017.839361
264.266594,173,4018.113404
237.043482,329,4019.088923
93.159404,1000,4024.3565
289.118746,381,4025.280306
230.568682,256,4026.018129
263.281866,179,4026.470325
291.792512,334,4027.278515
275.208455,171,4027.761341
251.10477,191,4028.274654
271.573231,187,4028.740309
267.85273,155,4029.020076
270.579528,199,4029.525847
294.795387,222,4030.046365
321.049499,190,4030.561547
293.752023,209,4031.064596
295.407699,265,4031.860844
53.691502,1000,4035.868533
285.427533,237,4036.419133
221.449546,398,4037.50503
299.600797,252,4038.197724
266.024155,228,4038.715745
267.52553,233,4039.23505
225.704318,198,4039.725519
247.915197,213,4040.394075
293.343972,213,4040.866745
-62.203045,1000,4044.561166
272.443319,214,4045.045011
239.798067,442,4046.214244
273.04291,302,4047.017992
227.068915,292,4047.778086
279.748857,658,4049.930385
295.495037,503,4051.31949
246.818091,262,4053.112768
310.211587,212,4053.788935
272.28948,332,4054.607446
288.14902,156,4054.869785
245.105432,154,4055.309119
283.278755,228,4055.823788
263.140597,208,4056.318019
236.738797,658,4058.30931
297.983232,210,4058.812863
267.645817,245,4059.349311
259.616387,523,4060.916103
275.7552,266,4061.464255
268.642242,156,4061.89246
313.02777,581,4063.716141
280.836701,196,4064.188362
254.806022,266,4064.756839
300.372948,167,4065.199611
284.557876,173,4065.63416
241.745755,260,4066.185222
278.690837,168,4066.640698
302.460465,208,4067.121925
258.074954,448,4068.462109
290.75849,166,4068.740584
-41.803355,1000,4071.630551
280.89624,237,4072.31072
273.796459,186,4072.621998
278.869416,185,4073.090629
304.451353,183,4073.574941
214.479749,915,4076.332737
268.191261,217,4076.903121
-57.092936,238,4077.588605
261.416314,227,4078.112989
269.261608,182,4078.566662
-236.873064,101,4078.797243
266.519402,186,4080.494203
-438.906008,245,4081.043308
232.852939,337,4082.034442
240.092293,318,4082.880217
269.297153,186,4083.354975
-214.536954,147,4083.623807
253.939235,276,4084.426892
270.788074,178,4084.904935
-220.640671,115,4085.146533
205.866252,557,4086.772342
-360.469581,290,4087.535333
274.646633,627,4089.636649
195.852511,683,4091.758673
206.293131,408,4092.892576
239.874977,171,4093.342122
267.424463,233,4094.064707
258.447831,259,4094.641881
222.538419,297,4095.401074
290.691463,207,4095.887292
252.907128,200,4096.383416
229.73443,402,4097.565799
269.743009,250,4098.305447
243.282806,210,4098.815786
295.226553,170,4099.099863
259.925426,534,4100.55839
236.43606,648,4102.386578
294.677291,345,4103.422117
312.098477,194,4103.905129
213.093062,626,4105.791693
254.380481,156,4106.057973
239.19998,244,4106.753487
295.565565,203,4107.224813
296.358288,199,4107.689489
302.233004,219,4109.464271
266.092065,454,4110.74373
249.409312,377,4111.634219
267.995284,304,4112.423116
290.871694,182,4112.891511
202.886799,472,4114.286633
250.380145,210,4114.792345
247.515066,228,4115.303419
266.366384,166,4115.738746
237.553022,270,4116.438733
258.351537,418,4117.57594
274.940528,163,4118.014142
290.581187,182,4118.306253
235.126078,198,4118.766837
321.198875,197,4119.25646
279.635494,149,4119.703469
262.585512,344,4120.569241
238.00643,223,4121.236517
261.244592,783,4123.351019
255.486783,262,4124.064389
298.09655,162,4124.510507
291.10724,235,4125.032037
257.216467,182,4125.477632
220.009247,377,4126.479831
185.025941,915,4129.456415
255.170338,274,4130.080893
-68.441352,88,4130.306388
-50.31815,106,4130.562957
266.35798,267,4131.324285
244.928165,263,4132.035182
297.439819,371,4132.89507
-45.518663,646,4135.170689
247.156429,349,4136.0291
-30.414644,124,4137.686968
242.006086,740,4139.859867
279.644248,274,4140.662522
271.956952,219,4141.172432
168.111421,1000,4144.118325
281.234383,214,4144.606158
264.931414,170,4145.051091
266.010687,237,4145.567015
269.068515,209,4146.047022
260.13756,283,4146.755955
231.791529,765,4148.879101
262.175996,173,4149.151732
288.639202,431,4150.532467
267.104405,202,4151.036108
258.717199,469,4152.183645
176.502467,401,4153.192513
308.596108,300,4153.924038
278.389033,190,4154.380279
209.413506,389,4155.389296
268.084648,184,4155.838808
280.526719,184,4156.310206
201.975466,393,4157.338129
154.42527,1000,4160.152623
281.899941,258,4160.703582
281.507795,194,4161.173972
254.826529,254,4161.90472
278.335855,241,4162.437848
235.494984,165,4162.86204
288.740067,247,4163.398876
214.463229,366,4165.614556
227.569991,408,4166.617563
265.75212,195,4167.075109
267.831975,207,4167.540527
255.450882,197,4167.999538
271.01661,394,4169.020326
204.342217,550,4170.793673
35.837953,202,4171.25252
281.902044,274,4171.774181
244.598806,236,4172.447787
227.450237,245,4172.971758
24.915899,153,4173.394733
248.334457,183,4173.833483
272.140055,208,4174.32286
297.580051,214,4174.813494
305.43866,188,4175.288446
246.923177,182,4175.574387
162.686875,1000,4178.327806
272.924964,177,4178.770405
288.83672,526,4180.158116
265.91816,206,4180.82969
254.8951,195,4181.113664
285.094029,161,4181.548727
252.653237,184,4181.986189
266.327602,174,4182.426865
282.976812,181,4182.735424
230.257289,331,4183.700816
255.725724,205,4184.17766
294.577786,186,4184.627747
234.826556,351,4185.459607
258.276886,218,4185.948681
287.752407,167,4186.3799
273.437086,217,4186.862461
256.062615,189,4187.325786
274.491619,262,4188.087109
-168.335092,138,4188.358165
302.687188,248,4189.053272
275.137877,217,4189.559488
291.69398,153,4189.828838
264.029124,622,4192.909686
252.722032,752,4195.038294
284.865234,178,4195.475344
263.967499,273,4196.214716
288.256499,196,4196.495078
242.579751,255,4197.22792
295.38215,146,4197.647295
256.433787,160,4197.911581
269.317765,155,4198.336933
219.009171,296,4199.097565
271.52796,167,4199.374653
288.110128,183,4199.814618
271.008942,191,4200.265005
276.538248,190,4200.735157
231.763366,901,4203.277997
225.837017,212,4203.775681
272.228555,151,4204.210186
268.548992,181,4204.500788
283.408709,198,4204.970675
258.667641,245,4205.657629
277.640757,187,4206.127284
281.567029,172,4206.410015
269.294405,257,4207.181109
293.41154,197,4207.641581
281.94556,189,4208.106098
264.740224,193,4208.548376
271.982164,230,4209.064727
289.410841,203,4209.569615
276.28628,210,4210.03981
302.42199,212,4210.513807
271.898204,176,4210.955805
248.723665,323,4211.757812
315.548238,185,4212.221442
259.164271,194,4212.688896
281.868653,241,4213.188062
270.414363,176,4213.629322
236.131035,616,4215.445619
280.881922,158,4215.880152
262.222766,173,4216.313897
231.393383,283,4218.361359
277.066802,219,4218.830907
244.091757,576,4220.527947
227.314901,183,4220.821019
274.402127,199,4221.298941
138.127441,1000,4224.222718
275.080183,243,4224.911097
273.597727,232,4225.432868
227.576101,257,4226.131499
267.638165,223,4226.608163
248.47492,203,4227.095939
273.158234,551,4228.435446
267.925718,194,4228.910755
252.619191,202,4229.372923
288.378504,303,4230.109602
261.44142,206,4230.583549
164.969205,1000,4233.524049
250.969406,269,4234.255694
283.50681,357,4235.264985
245.233701,823,4237.505945
258.782082,165,4237.95258
267.976262,186,4238.239964
283.631665,227,4238.937648
127.198905,1000,4242.418851
321.411841,232,4242.92124
270.54667,184,4243.357542
273.902543,605,4246.220394
242.222365,185,4246.65614
26.379001,108,4246.884894
278.297869,192,4247.321283
280.483841,197,4247.778199
304.471831,184,4248.258086
8.229936,1000,4251.684926
265.755015,208,4252.172158
289.975243,209,4252.681463
319.148926,210,4253.201094
288.779155,183,4253.657012
272.871312,188,4254.12793
286.514861,196,4254.614307
48.039914,138,4254.864752
259.690292,191,4255.343959
55.868873,109,4255.584685
-4.566916,251,4256.113577
292.502641,187,4256.574869
270.144028,518,4257.89943
291.250827,171,4258.33548
251.026772,197,4258.799108
265.597358,200,4259.284489
269.959579,201,4259.7603
301.461969,418,4260.894018
261.543397,647,4262.777125
237.164076,399,4263.871948
181.618791,624,4265.897388
297.385653,178,4266.384173
286.637048,200,4266.88941
264.707016,198,4267.358243
210.478979,304,4268.158151
312.830716,207,4268.651333
48.49146,127,4268.904379
275.838241,391,4269.928128
289.354081,177,4270.407944
247.961667,195,4270.867049
285.075402,190,4271.368763
255.375766,433,4272.454189
251.551396,220,4274.296629
283.715959,192,4274.765762
316.251434,213,4275.264519
297.921463,168,4275.71436
320.113573,393,4276.777928
263.8104,381,4277.747045
266.239631,184,4278.219958
275.919064,212,4278.696239
307.781081,225,4279.227733
306.489802,210,4279.728395
211.899533,411,4280.754582
294.167866,205,4281.233446
80.466115,156,4281.686494
291.546758,534,4283.12493
263.136635,207,4283.631682
263.917592,167,4284.099408
236.1044,281,4284.855577
71.053377,138,4285.124477
273.343073,195,4285.583833
315.43818,183,4286.06139
299.283765,181,4286.535841
233.404832,355,4287.320488
251.895159,174,4287.762202
278.040153,175,4288.234172
270.395516,200,4288.698794
50.955498,126,4288.965844
70.242907,146,4289.237061
73.713177,155,4289.668393
275.769766,180,4290.146116
246.278545,177,4290.428746
65.267422,1000,4294.405848
280.398466,195,4294.893851
273.333362,197,4295.391146
266.432072,151,4295.822624
289.139813,206,4296.320167
301.933472,202,4296.803264
285.294118,153,4297.262671
298.013275,215,4297.779155
267.842689,183,4298.24963
290.398068,197,4298.54956
282.420242,163,4298.998055
251.302008,246,4299.708555
287.959843,209,4301.553741
234.539361,266,4302.227982
247.206098,162,4302.746252
250.630481,159,4303.261824
274.613369,177,4303.545066
264.947894,431,4304.686315
284.433607,163,4304.965488
269.489889,201,4305.44873
289.85798,220,4305.976935
258.603507,168,4306.445148
260.417946,227,4306.98288
280.000714,195,4307.469946
276.581736,168,4307.923541
273.674492,167,4308.376063
273.526501,185,4308.844301
256.659996,181,4309.173928
273.470737,179,4309.61631
241.447163,183,4310.099651
310.060941,220,4310.605395
268.480199,204,4311.090314
277.290905,152,4311.548116
292.866923,209,4312.026029
306.688581,259,4312.594775
306.32815,197,4313.07496
217.879889,459,4314.411515
223.69172,241,4314.948815
268.514314,177,4315.415005
290.814016,191,4315.883656
321.839163,203,4316.379557
295.929399,181,4316.86362
262.934247,203,4317.351264
281.396141,179,4317.799888
270.246503,199,4318.266186
293.663588,177,4318.56012
283.577761,153,4318.995846
262.59971,524,4320.317614
254.408808,183,4320.774343
310.280558,195,4321.258867
315.183031,201,4321.74618
215.670597,743,4324.352684
277.406292,224,4325.041759
275.420606,179,4325.502071
265.720745,161,4325.779076
300.570871,205,4326.257842
267.947778,170,4326.71305
289.202271,172,4328.536368
255.402918,293,4329.279835
271.484403,203,4329.750034
245.24534,186,4330.045878
258.003613,230,4330.747748
268.896932,562,4332.358349
46.812358,91,4332.5785
275.378909,209,4333.05052
323.357815,177,4333.523271
262.54393,296,4334.288265
300.297448,158,4334.730178
279.388374,199,4335.212881
275.592045,175,4335.490416
311.802846,163,4335.931859
256.231383,411,4336.96768
279.803293,192,4337.430137
278.430007,196,4337.909653
248.985616,399,4338.963002
280.776863,156,4339.403667
32.849149,110,4339.634721
245.430306,178,4339.91183
298.535873,192,4340.378713
263.790528,177,4340.82681
310.055224,173,4341.29766
265.879392,163,4341.578907
281.417346,186,4342.028771
267.078605,167,4342.476175
309.409341,172,4342.934977
267.009263,227,4343.463435
262.160579,161,4343.900913
286.560725,205,4344.374774
281.890164,208,4344.870321
251.456181,198,4345.354387
288.773349,181,4345.825838
280.558242,171,4346.105168
274.545163,148,4346.544487
301.891231,180,4346.983454
250.52756,174,4347.265862
300.002067,170,4347.713109
304.586657,251,4348.227222
281.817474,202,4348.696057
11.874196,110,4349.086112
264.76514,175,4349.379071
305.467897,197,4349.841047
256.275799,177,4350.293706
267.959994,175,4350.754452
272.773737,198,4351.21956
264.955714,170,4351.669184
300.019377,180,4351.969747
297.198274,143,4352.387908
284.678024,173,4352.667275
282.166964,989,4356.773564
313.594655,202,4357.258
-10.462274,94,4357.477855
288.639205,156,4357.916843
21.693474,86,4358.137769
255.95205,188,4358.605631
316.666493,173,4358.899925
291.913646,175,4359.365742
286.860368,221,4359.864112
278.458606,181,4360.322997
277.414137,194,4360.781431
272.329896,180,4361.22587
271.188034,191,4361.698034
285.374412,200,4362.177425
293.167835,187,4362.652524
266.907188,213,4363.139694
266.485789,172,4363.430504
262.79745,179,4363.876804
266.965561,202,4364.375222
294.522212,355,4365.334359
259.382915,196,4365.815404
261.346882,145,4366.072112
298.530456,416,4367.083793
283.69299,189,4367.546357
293.437245,224,4368.18485
277.280145,179,4368.470825
268.467682,196,4368.938615
292.721097,176,4369.387106
306.560359,159,4369.841144
285.707651,165,4370.126505
278.731219,193,4370.598704
277.91545,304,4371.404141
289.7254,202,4371.88936
241.466644,181,4372.350963
262.102585,173,4372.80729
314.790312,202,4373.287456
264.716674,200,4373.762723
258.614208,175,4374.217148
274.262166,194,4374.690595
246.602952,187,4374.981718
277.568815,168,4375.426823
304.735,197,4375.887502
296.27127,174,4376.382228
284.304141,165,4376.65175
269.395967,196,4377.11263
302.886301,172,4377.567613
284.455042,149,4378.002862
167.753277,681,4381.149174
283.581967,173,4381.636426
293.820641,174,4382.094429
270.546991,179,4382.569798
272.17268,183,4383.040115
283.75009,213,4383.590833
296.497504,188,4384.104047
280.29258,176,4384.397469
314.264262,169,4384.871043
265.206417,182,4385.354107
256.253956,183,4385.81659
268.459833,245,4386.358479
274.456219,192,4386.83042
317.207454,207,4387.328355
271.517815,235,4387.889362
292.772424,213,4388.570134
41.414972,1000,4392.066305
293.990736,212,4392.557198
283.014478,181,4392.858373
255.444439,149,4393.284937
284.634567,167,4393.747752
270.041023,351,4394.573981
79.24354,89,4394.794002
282.747035,199,4395.268856
280.772808,185,4395.720956
287.328637,178,4396.171704
285.318998,183,4396.458948
264.286297,181,4396.921171
251.079802,180,4397.374952
293.711532,174,4397.853778
291.305453,170,4398.309502
310.637282,202,4398.803527
268.909654,156,4399.068971
259.086732,422,4400.118718
274.87957,147,4400.542118
305.786722,196,4401.02572
288.504793,201,4401.507867
286.966502,203,4401.967793
309.473622,197,4402.450497
35.485664,82,4402.664273
291.705309,189,4402.966985
248.034875,501,4404.422774
275.473156,185,4404.708399
273.492328,358,4407.023245
281.081133,218,4407.545734
296.924829,274,4408.245209
291.450404,170,4408.696444
289.94291,180,4408.99372
302.934162,225,4409.673438
295.418549,192,4410.130405
297.633839,162,4410.41306
313.039571,195,4410.897207
291.762656,181,4411.353504
308.202511,206,4411.842463
314.744729,177,4412.305137
289.533389,185,4412.767307
291.545244,175,4413.056121
276.317912,172,4413.504094
294.352478,197,4413.995661
272.956437,212,4414.510167
298.493349,183,4414.975275
318.157793,178,4415.446845
246.268187,173,4415.729478
280.301193,182,4416.199797
300.584789,174,4416.67202
290.261035,175,4417.13597
271.572709,153,4417.408524
272.228209,147,4417.839588
266.361784,168,4418.118445
263.235972,190,4418.602741
281.186894,200,4419.072948
275.889712,159,4419.520307
260.288226,160,4419.954121
309.684124,248,4420.507652
274.676129,172,4420.958715
251.686193,193,4421.442517
297.450746,191,4421.921209
310.804052,201,4422.399587
288.890781,159,4422.679439
309.812499,175,4423.142223
249.649788,211,4423.642201
252.741031,149,4424.077447
39.699048,121,4424.325436
266.218913,157,4424.606351
293.458408,229,4425.259091
275.228011,161,4425.542659
263.228084,165,4425.982002
57.598139,131,4426.243671
266.244028,214,4426.745461
277.956061,160,4427.194783
33.851433,84,4427.424132
274.488289,699,4429.233099
290.04631,233,4429.748937
251.620015,183,4430.202916
22.830126,94,4430.435542
271.755041,184,4430.890383
278.726541,271,4432.788956
280.033789,162,4433.228445
247.401208,208,4433.715578
221.319245,815,4436.192116
283.314551,168,4436.638473
282.054119,160,4437.082754
269.536938,159,4437.351456
243.311638,158,4437.794311
259.382764,178,4438.073186
266.746817,178,4438.525537
257.567838,187,4438.993029
298.984182,200,4439.464488
276.341892,174,4439.921647
285.745144,176,4440.373556
270.134722,529,4441.845621
280.222238,190,4442.304429
271.822332,244,4442.848849
291.841669,180,4443.312368
274.348956,158,4443.765674
272.555025,187,4444.22965
278.239363,202,4444.699285
251.970636,174,4444.979444
263.750596,177,4445.438416
300.712205,164,4445.87911
243.908511,189,4446.345086
306.636494,189,4446.650745
250.507802,176,4447.099514
284.322958,153,4447.547992
290.350982,203,4448.011533
253.248426,166,4448.283277
258.117617,271,4449.052266
248.565818,163,4449.502588
296.103409,170,4449.806587
289.129435,225,4450.4974
271.567132,177,4450.955816
244.105764,577,4452.501611
289.433849,192,4452.955002
290.446372,178,4453.395
156.271575,1000,4456.351819
326.029187,154,4456.786835
293.025299,181,4457.078428
263.251089,195,4457.534323
255.235151,180,4459.331674
281.883835,177,4459.795793
306.41909,187,4460.257006
278.939616,526,4461.583456
295.533457,210,4462.074619
271.26899,182,4462.543513
111.472847,1000,4466.190553
264.745319,186,4466.664669
294.398951,164,4466.944744
318.096776,238,4467.650466
252.773212,164,4467.938905
299.281881,205,4468.412732
269.234822,184,4468.870601
260.351336,175,4469.325886
271.073358,171,4469.78525
281.056444,227,4470.31167
262.685225,208,4470.798586
267.005484,152,4471.233443
292.342408,162,4471.51395
313.788538,176,4471.983173
255.315038,189,4472.447307
282.910814,249,4473.045378
297.562756,174,4473.526807
260.942437,197,4474.00857
288.452722,187,4474.465968
258.511158,179,4474.930377
274.298824,328,4475.713233
281.910538,288,4476.470352
262.991806,174,4476.949094
264.321133,166,4477.273604
294.841324,206,4477.861384
302.146543,224,4478.918152
254.629551,165,4479.229324
266.704071,176,4479.845166
289.100232,170,4480.359149
278.952482,169,4480.753011
302.970945,175,4481.278341
317.497671,153,4481.883747
268.142617,516,4483.467553
308.294348,224,4484.147452
272.520791,157,4484.726406
294.23515,433,4486.112878
19.006637,103,4486.360554
277.257698,446,4489.497638
305.246597,245,4490.162039
254.176729,369,4491.359383
319.775754,189,4492.016435
276.734957,178,4492.315749
290.521387,147,4492.871663
288.685529,222,4493.424773
242.523848,485,4495.133007
303.56026,227,4495.779511
310.462185,228,4496.358166
278.602589,183,4496.938963
267.637322,182,4497.424493
279.000306,159,4497.997529
275.635903,192,4498.542356
275.197021,172,4498.925838
283.433518,167,4499.419584
257.98459,148,4499.796073
299.78938,396,4501.075485
296.305918,140,4501.572194
281.729677,465,4502.877414
295.174138,161,4503.384471
255.746117,163,4503.96906
287.609189,167,4504.272038
296.194719,191,4504.863966
278.136062,287,4505.757836
318.333095,173,4506.262496
314.032693,165,4506.846792
292.711183,142,4507.118657
291.288919,190,4507.684366
251.712055,257,4508.309808
302.149589,172,4508.895722
287.065799,196,4509.396305
283.131999,145,4509.945996
296.353113,149,4510.243778
290.788807,179,4510.859045
299.462241,174,4511.373199
293.753396,174,4511.776878
255.725842,165,4512.279219
282.650165,149,4512.66575
289.135421,160,4513.171198
286.875305,260,4514.038437
299.305386,342,4515.051803
277.961872,163,4515.600829
298.086381,184,4516.172794
297.727558,207,4516.793406
276.732248,150,4517.07929
276.929892,164,4517.581973
282.098493,213,4518.188018
284.824876,185,4520.327483
280.15258,190,4520.895852
281.88571,169,4521.200331
283.17938,144,4521.766786
291.665151,156,4522.067075
280.769259,566,4524.047305
293.817527,231,4524.700631
296.740116,184,4525.226639
291.603744,148,4525.784035
182.777648,1000,4528.73155
274.585604,235,4529.337044
268.084694,557,4531.270587
290.205629,182,4531.616129
295.610177,176,4532.195928
270.3696,145,4532.737772
251.134182,179,4533.04458
269.916903,477,4534.528905
279.397156,174,4535.156637
303.12348,188,4535.763825
295.085135,420,4537.111894
294.35267,174,4537.668257
297.121746,157,4538.005473
259.198098,142,4538.482567
302.153797,164,4538.875161
293.588529,215,4539.437271
189.1183,1000,4542.872635
257.890427,154,4543.358337
288.548301,186,4543.958005
312.712725,609,4545.846711
256.8554,169,4546.320784
314.4978,569,4548.023433
289.817053,163,4548.505951
293.297391,141,4548.867148
300.65555,465,4550.379338
294.690523,242,4552.636479
277.089797,162,4553.180113
272.782378,175,4553.765097
282.909678,155,4554.08019
259.011464,171,4554.593299
269.300029,160,4555.193861
268.069759,636,4557.404887
293.505203,491,4559.028311
289.901818,143,4559.336985
79.026108,128,4559.933649
289.636998,155,4560.223798
250.47301,734,4562.738356
263.927312,186,4563.107704
259.14237,159,4563.677585
286.317237,172,4564.211847
35.282925,125,4564.483812
286.802991,189,4565.106373
283.500797,148,4565.382375
74.448253,1000,4570.589626
279.754148,156,4571.18504
288.253932,406,4572.467794
280.068173,156,4572.83686
255.906221,150,4573.351393
272.310439,184,4574.008114
274.749394,195,4574.588002
174.618833,1000,4578.046858
298.096067,184,4578.630412
29.670405,110,4578.98766
236.301908,182,4579.581782
-45.103447,102,4579.93346
279.349876,241,4580.639373
260.145645,355,4581.891469
290.819948,162,4582.238752
290.834386,186,4582.802595
285.462125,179,4583.355663
273.541131,163,4583.665949
248.150621,182,4584.290612
277.000186,158,4584.791057
289.67365,147,4585.190548
289.818564,169,4587.396842
169.101496,1000,4590.942931
283.032528,262,4591.739598
160.67904,1000,4595.47629
299.675798,217,4596.140121
249.202866,150,4596.433694
252.375497,164,4597.0089
271.178789,664,4599.355254
272.841713,149,4599.631603
281.271203,206,4600.254052
282.275397,162,4600.739598
281.019893,191,4601.342862
258.962428,473,4602.68167
291.110863,136,4603.253333
247.55404,157,4603.551764
277.57568,185,4604.156054
286.129866,157,4604.672113
273.7444,151,4605.068263
252.940064,169,4605.562971
318.786981,227,4606.207386
246.802895,169,4606.732277
297.285344,194,4607.327248
293.935501,152,4607.600584
281.224614,136,4608.136239
291.135144,144,4608.4178
282.742623,161,4608.975434
289.061617,147,4609.262568
271.071,155,4609.754481
273.288896,170,4610.155901
287.090015,147,4610.663053
282.468502,144,4611.102493
305.273196,224,4611.973803
246.374331,159,4612.326818
277.018193,166,4612.970826
250.456287,159,4613.300596
297.524333,166,4613.913262
286.438005,563,4616.08903
257.484246,161,4616.398785
265.662553,212,4617.071879
289.087863,219,4617.963248
293.628059,170,4618.309559
262.160626,142,4618.826234
305.30449,198,4621.284739
287.178867,606,4623.35788
272.350693,176,4623.911523
235.167409,952,4627.198829
298.586341,351,4628.426858
286.482605,178,4628.76357
297.499023,199,4629.386905
290.977163,165,4629.948673
291.443711,196,4630.463528
295.890551,203,4631.09115
294.969747,163,4631.582128
294.093816,171,4631.935301
258.199267,146,4632.484601
285.641676,217,4633.138347
299.753766,176,4633.644289
303.697978,201,4634.291995
294.743359,835,4637.055426
261.758626,158,4637.583129
252.623732,450,4638.987897
275.096027,196,4639.513218
280.770418,330,4640.529349
285.335795,191,4641.157366
258.215466,154,4641.646959
292.039908,218,4642.313312
255.561187,148,4642.779732
277.282623,160,4643.183663
290.207575,186,4643.69347
278.948169,239,4644.353616
287.570704,182,4644.906695
290.345907,203,4645.492267
-211.604743,250,4646.373363
295.836663,147,4646.656998
284.203984,320,4647.624749
309.627256,268,4648.505293
294.016795,131,4648.778602
254.416006,155,4649.361666
270.834798,184,4649.893187
225.495995,403,4651.232443
-11.313919,95,4651.480742
295.154981,228,4653.735011
294.439416,211,4654.355994
273.158502,632,4656.731907
275.005444,191,4657.143558
249.739658,161,4657.650101
261.872625,157,4658.226779
285.167009,393,4659.475242
287.39215,155,4659.771228
256.775405,266,4660.733229
279.459728,219,4661.353501
279.032511,172,4661.877524
279.561173,329,4662.808904
294.448132,202,4663.414832
-57.73404,88,4663.666274
301.693505,238,4664.302876
279.258323,174,4664.80644
-262.437402,77,4665.12982
264.117572,205,4665.699389
271.957206,167,4666.063852
281.090596,373,4667.268307
288.064223,207,4667.779916
293.611427,232,4668.616614
268.389413,161,4669.026887
271.867728,176,4669.513049
300.770979,303,4670.496518
284.763846,173,4671.07259
7.893131,98,4671.330314
269.796333,146,4671.616919
281.271333,201,4672.22718
276.530432,182,4672.758897
280.847536,358,4674.061813
253.239359,149,4674.355596
272.545479,326,4675.381655
269.6145,325,4676.523188
279.596071,152,4676.808828
259.902028,349,4678.082726
33.532706,83,4678.144707
261.187953,163,4678.641994
252.860085,158,4679.226125
286.310461,316,4680.17982
266.953981,164,4680.473627
262.331897,167,4681.072101
256.344291,170,4681.571791
252.225382,170,4681.932306
269.427748,201,4682.532372
272.20348,179,4683.126958
262.612642,277,4685.69311
286.256325,301,4686.602389
301.14758,192,4687.197647
284.206412,199,4687.715698
273.501558,191,4688.316185
259.273665,171,4688.835249
45.934945,110,4689.17688
243.767921,167,4689.47822
53.175045,91,4689.733573
284.415011,148,4690.281392
269.319033,191,4690.80409
293.589027,174,4691.197154
248.901988,145,4691.683838
243.249909,747,4694.183444
274.702336,148,4694.701047
270.449659,164,4695.093347
271.871987,153,4695.575854
274.892718,150,4695.890361
280.583466,170,4696.415012
283.254332,143,4696.940829
259.69929,163,4697.27535
271.052845,182,4697.782149
269.417168,202,4698.400577
258.158128,149,4698.948524
293.996785,165,4699.265962
272.867487,175,4699.765859
272.166692,254,4700.470933
287.195917,203,4701.297588
274.002056,176,4701.621669
278.925339,317,4702.581625
263.896872,152,4703.129797
41.148839,96,4703.408447
307.068832,343,4704.399551
275.042457,176,4704.975856
281.231835,168,4705.501451
267.484421,179,4706.072636
262.349281,247,4706.684948
266.229794,254,4707.599312
264.500281,169,4707.939967
244.977136,178,4708.479339
283.639822,196,4709.092718
293.299798,160,4709.601977
281.002152,258,4710.268148
294.162054,226,4710.841936
287.063092,265,4711.741802
296.590127,175,4712.367
275.349506,161,4712.662709
259.655506,146,4713.220012
259.74345,201,4713.709513
288.038905,151,4714.094718
257.561517,180,4714.58988
283.32391,178,4716.858014
263.13286,191,4717.450993
245.301453,352,4718.48258
287.990746,180,4719.074912
271.482659,185,4719.586684
292.180099,244,4720.443396
275.625261,146,4720.72635
304.260437,182,4721.322653
291.032823,182,4721.840336
280.848671,232,4722.517213
257.820119,162,4723.09585
256.428464,283,4723.770407
304.415246,206,4724.38213
271.174522,215,4725.188658
279.055881,145,4725.467621
210.914355,440,4727.067665
283.841943,151,4727.540803
292.243344,198,4728.146958
